MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.
Running on hadoop, using /usr/hdp/2.3.0.0-2525/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/2.3.0.0-2525/hadoop/conf
MAHOUT-JOB: /usr/hdp/2.3.0.0-2525/mahout/mahout-examples-0.9.0.2.3.0.0-2525-job.jar
Input Path: /user/ec2-user/benchmarks/bigbench/temp/q28_hive_POWER_TEST_IN_PROGRESS_0_temp/result/part-m-00000
Key class: class org.apache.hadoop.io.Text Value Class: class org.apache.mahout.math.VectorWritable
Key: NEG: Value: {0:-1489.9735790704815,1:-1507.4091986140747,2:-1451.7784709646778}
Key: NEG: Value: {0:-1072.5029360372819,1:-1133.0546189827867,2:-1071.9913654935096}
Key: NEG: Value: {0:-648.6250136178636,1:-666.9504393048973,2:-645.066256693537}
Key: NEG: Value: {0:-766.9689485066481,1:-773.8399581156839,2:-731.8306388387588}
Key: NEG: Value: {0:-1611.1418572115583,1:-1636.9511907384885,2:-1565.7921443379332}
Key: NEG: Value: {0:-5232.778091156413,1:-5356.09353296283,2:-5193.806178614966}
Key: NEG: Value: {0:-1603.95397731441,1:-1609.3762086038596,2:-1518.2015566456655}
Key: NEG: Value: {0:-6186.337744651332,1:-6177.857637165706,2:-6006.104680358596}
Key: NEG: Value: {0:-4852.773719912524,1:-4982.848647126802,2:-4703.124278958753}
Key: NEG: Value: {0:-9418.032287665323,1:-9561.268369886091,2:-9260.635765519955}
Key: NEG: Value: {0:-2732.666717970044,1:-2796.324136462563,2:-2726.6318708646254}
Key: NEG: Value: {0:-581.2150188288197,1:-614.6666164473065,2:-595.7671344797816}
Key: NEG: Value: {0:-393.861220267692,1:-384.1901579992301,2:-410.77893191391735}
Key: NEG: Value: {0:-3370.5415236388612,1:-3415.2043765231333,2:-3341.7124573108363}
Key: NEG: Value: {0:-393.2079166608997,1:-429.2509873375629,2:-394.15606218918794}
Key: NEG: Value: {0:-1231.8857678579107,1:-1226.717396556908,2:-1219.7033714771371}
Key: NEG: Value: {0:-2480.3775036369775,1:-2509.7011727424024,2:-2420.835855248731}
Key: NEG: Value: {0:-554.9623888844294,1:-586.8100456796496,2:-523.6318569634594}
Key: NEG: Value: {0:-3854.0391812662256,1:-3870.5591305519883,2:-3709.8813658634695}
Key: NEG: Value: {0:-936.1807590467622,1:-932.9759116229113,2:-899.7124017188473}
Key: NEG: Value: {0:-684.924368599639,1:-704.5445654080269,2:-670.7915731507314}
Key: NEG: Value: {0:-12621.101237582896,1:-12584.973033504428,2:-12372.212839929995}
Key: NEG: Value: {0:-552.1813345140727,1:-613.3626024366315,2:-550.9186195377878}
Key: NEG: Value: {0:-9103.407753876158,1:-9138.69026602971,2:-8833.11332161145}
Key: NEG: Value: {0:-5378.759893360946,1:-5338.755847675866,2:-5162.9021952610265}
Key: NEG: Value: {0:-499.50561064371027,1:-470.4653476355687,2:-470.5446458653213}
Key: NEG: Value: {0:-1800.4072871379574,1:-1811.148749079131,2:-1763.612460201829}
Key: NEG: Value: {0:-8592.366301976956,1:-8651.320206390043,2:-8374.427040504957}
Key: NEG: Value: {0:-2007.7378667615797,1:-2003.8521738774543,2:-1946.1934199105056}
Key: NEG: Value: {0:-262.9486487588557,1:-271.9914258144165,2:-254.51680784249692}
Key: NEG: Value: {0:-8991.278676681055,1:-9028.979786357468,2:-8773.798504245346}
Key: NEG: Value: {0:-3526.736821664177,1:-3539.8052749422995,2:-3424.929219080523}
Key: NEG: Value: {0:-2350.8293612717403,1:-2323.6343941726154,2:-2270.034647165052}
Key: NEG: Value: {0:-1470.2779383741308,1:-1474.651562518502,2:-1403.7524189430653}
Key: NEG: Value: {0:-4398.043723976363,1:-4452.407707432414,2:-4335.379752555411}
Key: NEG: Value: {0:-1997.7071941300987,1:-2059.7772058125083,2:-2010.1844453325255}
Key: NEG: Value: {0:-6196.330180046074,1:-6242.9036874167095,2:-6089.174949713595}
Key: NEG: Value: {0:-1738.1346925302369,1:-1774.9991935538565,2:-1706.1033260863612}
Key: NEG: Value: {0:-1427.332010960158,1:-1423.2726461314487,2:-1410.4607035416223}
Key: NEG: Value: {0:-2381.88277411067,1:-2431.895959140466,2:-2315.829928969184}
Key: NEG: Value: {0:-4625.8972237521875,1:-4548.1979025083565,2:-4459.592825531415}
Key: NEG: Value: {0:-6199.08925146778,1:-6100.228921303001,2:-6124.292090535842}
Key: NEG: Value: {0:-2288.477899238763,1:-2327.8774523089105,2:-2282.8180495866286}
Key: NEG: Value: {0:-11687.020018852598,1:-11790.975421518304,2:-11530.401964442544}
Key: NEG: Value: {0:-410.1751159652876,1:-421.930784188177,2:-408.662959217802}
Key: NEG: Value: {0:-5382.463334845811,1:-5306.621362637767,2:-5225.554615973946}
Key: NEG: Value: {0:-3142.7444032456992,1:-3092.9736927261697,2:-3079.150850089416}
Key: NEG: Value: {0:-10828.50596273369,1:-10890.960210472886,2:-10533.966735126613}
Key: NEG: Value: {0:-729.113008041569,1:-721.9861588904614,2:-686.9410846276485}
Key: NEG: Value: {0:-3113.267932783775,1:-3243.9911664170186,2:-3022.217891254871}
Key: NEG: Value: {0:-4723.955752680845,1:-4668.605072004418,2:-4637.139826155603}
Key: NEG: Value: {0:-4935.298508602512,1:-5017.98642587691,2:-4845.168396819312}
Key: NEG: Value: {0:-1038.4685779944853,1:-1044.0588288663105,2:-974.1290998060958}
Key: NEG: Value: {0:-8248.84608914,1:-8177.336097573324,2:-8048.624045281249}
Key: NEG: Value: {0:-901.3977324306007,1:-918.7511708059993,2:-858.6585914621193}
Key: NEG: Value: {0:-10264.216191637033,1:-10322.576685331413,2:-10040.459926072928}
Key: NEG: Value: {0:-3813.702769603488,1:-3834.521171584957,2:-3819.738708492988}
Key: NEG: Value: {0:-5033.8107807509905,1:-5180.712955817075,2:-4978.752355616146}
Key: NEG: Value: {0:-2117.896244011404,1:-2114.9059311168944,2:-2089.847753287794}
Key: NEG: Value: {0:-451.70332800942776,1:-443.28993196091267,2:-444.04063861976357}
Key: NEG: Value: {0:-1265.6743402812986,1:-1233.3853355236117,2:-1202.8805863984874}
Key: NEG: Value: {0:-1833.8429041575866,1:-1907.395164564454,2:-1812.5799553232287}
Key: NEG: Value: {0:-454.0486277322783,1:-474.62919421859635,2:-451.7683701839389}
Key: NEG: Value: {0:-1144.776759831942,1:-1037.1928278105252,2:-1048.3295439710666}
Key: NEG: Value: {0:-1971.4289749836146,1:-1926.624232476242,2:-1890.7604155317324}
Key: NEG: Value: {0:-437.3075042924555,1:-442.63696371083535,2:-439.4581960272666}
Key: NEG: Value: {0:-4798.137568383902,1:-4832.325957012304,2:-4716.03565988912}
Key: NEG: Value: {0:-5999.625248413432,1:-6138.915031844368,2:-5850.727309615595}
Key: NEG: Value: {0:-4843.153555331515,1:-4814.850638582905,2:-4716.2600501738725}
Key: NEG: Value: {0:-2308.2165591251965,1:-2350.0293213165414,2:-2265.8158856735895}
Key: NEG: Value: {0:-1543.8520492785765,1:-1624.0419104790822,2:-1528.462718847762}
Key: NEG: Value: {0:-583.7890124904551,1:-616.0921824942832,2:-590.368944178745}
Key: NEG: Value: {0:-12626.24116493028,1:-12726.869048248169,2:-12356.70473003921}
Key: NEG: Value: {0:-6834.8347835688455,1:-6981.16755756658,2:-6732.420570427711}
Key: NEG: Value: {0:-10069.197417415438,1:-10245.284175145962,2:-9824.436980649307}
Key: NEG: Value: {0:-3761.541614357403,1:-3801.179614245195,2:-3654.596191566316}
Key: NEG: Value: {0:-2588.1642124018567,1:-2570.2049360787496,2:-2517.1869487456424}
Key: NEG: Value: {0:-1352.7794475338042,1:-1322.3580626165972,2:-1320.0986568975297}
Key: NEG: Value: {0:-6719.238709968374,1:-6763.118641312518,2:-6494.483986433606}
Key: NEG: Value: {0:-2636.458160725404,1:-2591.6548584925113,2:-2579.9970688078574}
Key: NEG: Value: {0:-632.653167104648,1:-653.6162161524276,2:-639.5159143418687}
Key: NEG: Value: {0:-2381.800922785587,1:-2433.5794564788534,2:-2349.734869058336}
Key: NEG: Value: {0:-2457.974315278489,1:-2466.4070028583487,2:-2417.263954224623}
Key: NEG: Value: {0:-2202.683203249111,1:-2246.57254891016,2:-2203.83801289261}
Key: NEG: Value: {0:-2485.651585283847,1:-2475.0022935764,2:-2446.8840696151483}
Key: NEG: Value: {0:-664.2745437768369,1:-702.2435932205426,2:-674.313589795083}
Key: NEG: Value: {0:-13501.276066417553,1:-13676.109245202158,2:-13261.140288925677}
Key: NEG: Value: {0:-1875.3603131101806,1:-1893.073531257896,2:-1882.1185502032902}
Key: NEG: Value: {0:-1481.0933039690117,1:-1447.115200727011,2:-1394.9638632684325}
Key: NEG: Value: {0:-2643.3131221380904,1:-2602.842187340138,2:-2581.126711550209}
Key: NEG: Value: {0:-6292.191528823705,1:-6131.814154831573,2:-6078.853052282239}
Key: NEG: Value: {0:-8638.532036543116,1:-8664.543400835184,2:-8396.736819841162}
Key: NEG: Value: {0:-5529.271508649068,1:-5566.520625686469,2:-5414.09368144913}
Key: NEG: Value: {0:-2031.3620130386041,1:-2045.1163100337205,2:-1996.9432798459234}
Key: NEG: Value: {0:-1239.242002961954,1:-1250.703243379616,2:-1236.9724900860983}
Key: NEG: Value: {0:-23392.459756855158,1:-23544.05890267547,2:-22951.49549748306}
Key: NEG: Value: {0:-135.44141915639185,1:-134.31780177020335,2:-126.15531180159954}
Key: NEG: Value: {0:-368.84187700082583,1:-378.9209251098194,2:-369.08897386477076}
Key: NEG: Value: {0:-738.7479723729662,1:-785.6884730683648,2:-717.9270578836499}
Key: NEG: Value: {0:-12453.42841773841,1:-12440.199809983318,2:-12161.367193717979}
Key: NEG: Value: {0:-4842.859625124122,1:-4806.583207788662,2:-4738.580607892977}
Key: NEG: Value: {0:-8904.995685967948,1:-9013.875062911247,2:-8628.61302112135}
Key: NEG: Value: {0:-567.4419817972405,1:-601.1528400717168,2:-589.9655969422863}
Key: NEG: Value: {0:-1049.2268186594135,1:-1075.5179445568995,2:-1076.0629793600663}
Key: NEG: Value: {0:-5104.803898094329,1:-5067.409950985509,2:-4969.938761958908}
Key: NEG: Value: {0:-22422.246076669824,1:-22832.915593988037,2:-21971.729095255}
Key: NEG: Value: {0:-3025.706621238958,1:-3052.010115758535,2:-2951.451496769006}
Key: NEG: Value: {0:-9979.620958011403,1:-9870.274009437138,2:-9653.546762645201}
Key: NEG: Value: {0:-1051.600799699286,1:-1092.3056578481169,2:-1023.1264609673375}
Key: NEG: Value: {0:-14205.91705246985,1:-14224.328279019719,2:-13865.478202760154}
Key: NEG: Value: {0:-853.5492115987886,1:-867.1530584069907,2:-847.710539651075}
Key: NEG: Value: {0:-7675.426683893192,1:-7785.61991380948,2:-7523.478377104116}
Key: NEG: Value: {0:-780.6781974244052,1:-765.5875538965864,2:-748.5103287406093}
Key: NEG: Value: {0:-1733.7619626843573,1:-1801.9834099226014,2:-1736.214760907883}
Key: NEG: Value: {0:-3375.070045312131,1:-3375.154274462726,2:-3227.816772239368}
Key: NEG: Value: {0:-4211.843367586456,1:-4221.93680048544,2:-4154.033288067293}
Key: NEG: Value: {0:-4146.426055599048,1:-4272.31333805485,2:-4097.964638363884}
Key: NEG: Value: {0:-13566.427930185999,1:-13566.227140627201,2:-13163.2769977751}
Key: NEG: Value: {0:-6624.9496737692725,1:-6605.754437377117,2:-6423.226826977788}
Key: NEG: Value: {0:-2402.6854695048655,1:-2381.629112481595,2:-2371.5323244229776}
Key: NEG: Value: {0:-2389.007057748168,1:-2456.405366239394,2:-2390.0274924939217}
Key: NEG: Value: {0:-1649.8315691130392,1:-1587.233897199729,2:-1587.075396039383}
Key: NEG: Value: {0:-9217.845663272445,1:-9330.966461056158,2:-9079.28995194078}
Key: NEG: Value: {0:-8407.762138801474,1:-8442.352916790966,2:-8241.319047247825}
Key: NEG: Value: {0:-5088.282091247811,1:-5126.643970414612,2:-4969.992582000037}
Key: NEG: Value: {0:-1963.7316742185844,1:-1943.557185355681,2:-1832.7110791850773}
Key: NEG: Value: {0:-372.1896892943516,1:-383.7409363257956,2:-352.8310581599363}
Key: NEG: Value: {0:-1276.5855762793371,1:-1296.6076389200402,2:-1230.5080990941558}
Key: NEG: Value: {0:-4219.978008165152,1:-4278.23605667655,2:-4126.089947117351}
Key: NEG: Value: {0:-993.0238839495835,1:-1011.5196405025307,2:-952.9942972747209}
Key: NEG: Value: {0:-1386.328755084532,1:-1428.2710669272856,2:-1372.0664375525496}
Key: NEG: Value: {0:-353.3247833662847,1:-361.95932275086693,2:-360.06581085063993}
Key: NEG: Value: {0:-8011.225618334253,1:-8033.96273359455,2:-7774.089778354878}
Key: NEG: Value: {0:-2267.5073622569985,1:-2340.311151634748,2:-2211.2616201835917}
Key: NEG: Value: {0:-2266.417266309909,1:-2237.6265346359523,2:-2152.9112336589237}
Key: NEG: Value: {0:-4968.190646253587,1:-4973.633175779965,2:-4851.640867468956}
Key: NEG: Value: {0:-680.7832635909108,1:-675.2938381474734,2:-654.7846472443964}
Key: NEG: Value: {0:-16489.4602855246,1:-16753.762662910005,2:-16099.153771320598}
Key: NEG: Value: {0:-5837.721846993124,1:-6063.759431575753,2:-5800.242968275309}
Key: NEG: Value: {0:-713.3049937983894,1:-700.3114264287639,2:-692.5063808037663}
Key: NEG: Value: {0:-620.6370202575058,1:-629.1777177987072,2:-611.4435999852151}
Key: NEG: Value: {0:-3063.8553167546665,1:-3005.5863832924488,2:-2965.8295330541437}
Key: NEG: Value: {0:-6911.619865365192,1:-6986.659271322684,2:-6725.517754063257}
Key: NEG: Value: {0:-1991.8095146608912,1:-2003.5987452719564,2:-1949.0854078854707}
Key: NEG: Value: {0:-1704.871312975013,1:-1765.4031531734681,2:-1704.7773448500507}
Key: NEG: Value: {0:-4107.496655498438,1:-4186.778213381454,2:-4012.1973098270546}
Key: NEG: Value: {0:-5228.503399122074,1:-5392.550806448058,2:-5194.417560920269}
Key: NEG: Value: {0:-2124.3958366519496,1:-2200.565574477727,2:-2089.892976672497}
Key: NEG: Value: {0:-9579.677699969774,1:-9691.288176695241,2:-9361.437969244602}
Key: NEG: Value: {0:-1867.0704790684385,1:-1891.9689650921114,2:-1810.0850416679825}
Key: NEG: Value: {0:-4571.128883036859,1:-4565.667089572984,2:-4498.041530655095}
Key: NEG: Value: {0:-2280.466286777762,1:-2246.836829132968,2:-2199.317558374429}
Key: NEG: Value: {0:-3072.2061579963365,1:-3145.7408862022367,2:-3049.472395531635}
Key: NEG: Value: {0:-2353.6878348226155,1:-2323.9975866440113,2:-2335.2496214544985}
Key: NEG: Value: {0:-2431.846901216226,1:-2410.869295181755,2:-2350.0816537877604}
Key: NEG: Value: {0:-2845.3258319197257,1:-2865.83841988483,2:-2807.0813251926807}
Key: NEG: Value: {0:-9114.845377766116,1:-9067.643953170691,2:-8787.126518814684}
Key: NEG: Value: {0:-2397.579586101591,1:-2371.9707704040798,2:-2342.6780358804685}
Key: NEG: Value: {0:-6973.00092161494,1:-6955.477364358775,2:-6852.092752502344}
Key: NEG: Value: {0:-5384.975981889242,1:-5463.360776405578,2:-5304.502221795388}
Key: NEG: Value: {0:-5358.6256506151885,1:-5354.656140986102,2:-5208.877988991995}
Key: NEG: Value: {0:-4068.4890275828284,1:-4036.098980835132,2:-3999.185003457653}
Key: NEG: Value: {0:-8951.797469425068,1:-9014.024341712937,2:-8793.663830726953}
Key: NEG: Value: {0:-396.018914387879,1:-414.8866889076427,2:-388.3736079294973}
Key: NEG: Value: {0:-2188.515029474597,1:-2200.9580716814285,2:-2101.1373920600463}
Key: NEG: Value: {0:-1405.414700310838,1:-1450.2268257154958,2:-1409.4938476383243}
Key: NEG: Value: {0:-888.826183802724,1:-869.069358162574,2:-860.8895271228328}
Key: NEG: Value: {0:-10501.264186559365,1:-10503.1773153078,2:-10279.545207655006}
Key: NEG: Value: {0:-4818.197414003867,1:-4864.754398055798,2:-4796.187621453473}
Key: NEG: Value: {0:-1116.6882487066573,1:-1127.2847066690688,2:-1088.7633772856939}
Key: NEG: Value: {0:-981.4693006653156,1:-978.7295461699924,2:-947.8753452309988}
Key: NEG: Value: {0:-3836.1278481738464,1:-3856.106196883072,2:-3710.4434193709553}
Key: NEG: Value: {0:-8919.115666629204,1:-8988.889126439883,2:-8741.928179116956}
Key: NEG: Value: {0:-17515.787256871565,1:-17598.33322844577,2:-17237.804300095562}
Key: NEG: Value: {0:-10161.63780524478,1:-10136.08169641565,2:-9985.36492999928}
Key: NEG: Value: {0:-4162.789070142852,1:-4153.519912218561,2:-4059.1968348080827}
Key: NEG: Value: {0:-2721.0881796212866,1:-2780.3041141095982,2:-2742.5139431395073}
Key: NEG: Value: {0:-6952.235436689284,1:-6949.915513830402,2:-6809.471671825787}
Key: NEG: Value: {0:-214.29952425801025,1:-199.48124586849755,2:-200.68838381889626}
Key: NEG: Value: {0:-3566.367094245622,1:-3576.2445566825118,2:-3495.494641069682}
Key: NEG: Value: {0:-881.7583793956251,1:-909.881308724827,2:-876.6051717918921}
Key: NEG: Value: {0:-810.5791970709153,1:-817.552290662555,2:-800.7100603126119}
Key: NEG: Value: {0:-2576.7828793852386,1:-2665.7763535011745,2:-2556.554436726363}
Key: NEG: Value: {0:-1884.2852779848192,1:-1869.9287093593896,2:-1815.2065616813236}
Key: NEG: Value: {0:-9934.703325884873,1:-10008.378010323751,2:-9744.843255577756}
Key: NEG: Value: {0:-15164.86481786209,1:-15193.84677912774,2:-14829.984465359565}
Key: NEG: Value: {0:-455.86802454216854,1:-472.9937136922937,2:-453.45398913891927}
Key: NEG: Value: {0:-11019.986809705217,1:-10791.265601680663,2:-10566.607558669291}
Key: NEG: Value: {0:-7783.429345139704,1:-7920.187960494249,2:-7564.970192486941}
Key: NEG: Value: {0:-490.6720206209543,1:-495.912723530695,2:-472.44976313648624}
Key: NEG: Value: {0:-7402.331667878399,1:-7368.718127509309,2:-7180.307839854601}
Key: NEG: Value: {0:-895.2017158533935,1:-890.6107032506833,2:-868.6354601419089}
Key: NEG: Value: {0:-5009.134743732155,1:-5154.223009357408,2:-5013.477571351433}
Key: NEG: Value: {0:-9425.282878666281,1:-9587.560752715688,2:-9306.978096862382}
Key: NEG: Value: {0:-7161.517877415052,1:-7162.236334361723,2:-6991.034503146482}
Key: NEG: Value: {0:-6011.130589522408,1:-5983.254008069,2:-5797.009075748657}
Key: NEG: Value: {0:-2264.638003398152,1:-2373.7497657856015,2:-2279.851491426968}
Key: NEG: Value: {0:-5092.947204459258,1:-5224.723177442555,2:-5036.635375912678}
Key: NEG: Value: {0:-5514.338340590994,1:-5561.367992413085,2:-5445.323947845333}
Key: NEG: Value: {0:-2969.5594254317925,1:-2956.413568463419,2:-2914.367686253919}
Key: NEG: Value: {0:-1060.3856693476212,1:-1153.3472515685382,2:-1042.2880481469442}
Key: NEG: Value: {0:-3334.202022873627,1:-3319.8738223486343,2:-3241.123666849127}
Key: NEG: Value: {0:-2490.6319062462826,1:-2567.46154724611,2:-2433.585091527639}
Key: NEG: Value: {0:-357.44750466300013,1:-344.0627480064007,2:-350.42074560067385}
Key: NEG: Value: {0:-14520.532234075732,1:-14459.323139252141,2:-14089.67357736821}
Key: NEG: Value: {0:-876.239625220011,1:-878.4241094701727,2:-849.5090879749334}
Key: NEG: Value: {0:-16834.673611030543,1:-16966.131877370623,2:-16385.717724660284}
Key: NEG: Value: {0:-5487.116795508349,1:-5521.792838400028,2:-5346.203199188238}
Key: NEG: Value: {0:-11988.713581731206,1:-11904.379285198935,2:-11638.106876708474}
Key: NEG: Value: {0:-12070.628203917517,1:-11929.210566647625,2:-11754.839156109301}
Key: NEG: Value: {0:-1159.934288732949,1:-1203.5087841230659,2:-1149.8465854131919}
Key: NEG: Value: {0:-1383.6455814332871,1:-1401.7540404562124,2:-1364.1916971252788}
Key: NEG: Value: {0:-4982.437678313172,1:-5088.725111365393,2:-4870.231164923242}
Key: NEG: Value: {0:-2770.871883212613,1:-2831.4996433283695,2:-2763.987457363769}
Key: NEG: Value: {0:-6919.601669333991,1:-6941.796553033034,2:-6791.891034016416}
Key: NEG: Value: {0:-8677.953115891838,1:-8705.99078699306,2:-8478.856379479543}
Key: NEG: Value: {0:-1383.0993863714982,1:-1435.0791691642855,2:-1348.712959105226}
Key: NEG: Value: {0:-9822.934072761842,1:-10004.030940152628,2:-9800.787079612379}
Key: NEG: Value: {0:-5348.044783464015,1:-5454.17165254206,2:-5142.2905304962205}
Key: NEG: Value: {0:-1931.8339482145536,1:-1958.0572460502517,2:-1892.1673329898424}
Key: NEG: Value: {0:-1488.4242542653626,1:-1478.3533438569652,2:-1422.720243299674}
Key: NEG: Value: {0:-6994.462605397528,1:-6996.038195482087,2:-6782.879267648381}
Key: NEG: Value: {0:-277.6784103502463,1:-310.5332715387475,2:-275.76906237491727}
Key: NEG: Value: {0:-5727.212976122323,1:-5668.892396599654,2:-5551.5455353463085}
Key: NEG: Value: {0:-12372.009626550745,1:-12502.98401302269,2:-11971.211008511626}
Key: NEG: Value: {0:-9095.426065175381,1:-9262.74907382225,2:-8912.616361872968}
Key: NEG: Value: {0:-3693.438429575656,1:-3773.591771261597,2:-3637.19712309899}
Key: NEG: Value: {0:-10707.581959106737,1:-10818.96085606632,2:-10435.497751741346}
Key: NEG: Value: {0:-2071.995702059033,1:-2092.9530577904543,2:-2009.8835774291933}
Key: NEG: Value: {0:-4758.528062468649,1:-4736.414572030414,2:-4651.909534586322}
Key: NEG: Value: {0:-2750.134489973815,1:-2722.217886576059,2:-2643.4627160416912}
Key: NEG: Value: {0:-6927.711795414249,1:-7184.791868985979,2:-6887.123207322947}
Key: NEG: Value: {0:-7098.965694161854,1:-7147.169102158291,2:-7036.737448620261}
Key: NEG: Value: {0:-2372.535424904171,1:-2335.767225815671,2:-2302.562132975379}
Key: NEG: Value: {0:-2370.661014463449,1:-2337.7803353925074,2:-2274.5118242361023}
Key: NEG: Value: {0:-3471.213848339231,1:-3429.4728808572468,2:-3349.795630531062}
Key: NEG: Value: {0:-13466.9697052097,1:-13539.573897168008,2:-13196.105725008667}
Key: NEG: Value: {0:-6623.775052129228,1:-6524.332454727771,2:-6549.3716934759705}
Key: NEG: Value: {0:-428.54373104932057,1:-423.6324418192146,2:-423.4930677111554}
Key: NEG: Value: {0:-266.5450169247563,1:-267.92702147261747,2:-256.2320059507516}
Key: NEG: Value: {0:-3958.767118870359,1:-4047.6067793352304,2:-3854.581856042624}
Key: NEG: Value: {0:-8942.083494520333,1:-8803.561791243872,2:-8657.530605428004}
Key: NEG: Value: {0:-3555.1128687212954,1:-3565.0029238080133,2:-3501.0432325333554}
Key: NEG: Value: {0:-1987.5054726327735,1:-2038.7655690501301,2:-1945.2234571177955}
Key: NEG: Value: {0:-2943.01431047992,1:-2931.0377375342573,2:-2872.89892320638}
Key: NEG: Value: {0:-1783.3072988688907,1:-1793.4246293773658,2:-1741.76283279784}
Key: NEG: Value: {0:-325.11279822313446,1:-330.48422526356416,2:-304.5594214301752}
Key: NEG: Value: {0:-241.6421206634019,1:-239.58492891988263,2:-237.4175291478101}
Key: NEG: Value: {0:-2711.135630787104,1:-2654.1727512589196,2:-2720.537954587702}
Key: NEG: Value: {0:-1837.2192174985362,1:-1818.9773262969782,2:-1775.73853724775}
Key: NEG: Value: {0:-4283.195903715606,1:-4320.62484071681,2:-4183.400899524291}
Key: NEG: Value: {0:-1399.7909265164155,1:-1431.9009654922975,2:-1395.6480999592723}
